text,label,num_label
"যদি সে আপনার মতামত গ্রহণ করতে পারে পারে, তবে সে আপনার প্রয়োজনীয় পরামর্শ দিতে দিতে পারে।",Complex,1
"আমিযদি সম্পূর্ণ পরিশ্রম করি, তবে আমি সফলতা সফলতা অর্জন করতে পারি।",Complex,1
"তুমি যদি একটি সম্পূর্ণ পরিকল্পনা তৈরি করতে করতে পারো, তবে তুমি একটি ব্যবসায়িক প্রকল্প প্রকল্প চালাতে পারবে।",Complex,1
"সে যদি বিভিন্ন সামরিক কাজে নির্দিষ্ট সময় সময় ব্যয় পারে পারে, তবে সে সামরিক সাফল্য সাফল্য করতে পারে পারে।।।",Complex,1
"আমি যদি উচ্চতর পরিমাপের উপকরণ ব্যবহার করতে করতে পারি, তবে আমি নির্দিষ্ট উচ্চতর পরিমাপ পরিমাপ করতে পারি।",Complex,1
"তুমি যদি বিভিন্ন পরিস্থিতিতে স্বয়ংক্রিয়ভাবে কাজ করতে করতে পারো, তবে তুমি সমস্যাগুলি সমাধান করতে করতে পারবে।",Complex,1
যদি আমি বিভিন্ন ভাষায় সমস্যা সমাধান করতে করতে পারি পারি তবে বিভিন্ন সাংস্কৃতিক সাংস্কৃতিক পরিবেশে সমাধান করতে করতে পারি।।,Complex,1
"সে যদি সকল নতুন প্রযুক্তি পরিচালনা করতে করতে পারে, তবে সে নতুন প্রযুক্তি উত্পাদন উত্পাদন করতে পারে।",Complex,1
"আমি যদি প্রকল্পের বিভিন্ন দক্ষতা উন্নতি করতে করতে পারি, তবে আমি একটি প্রকল্পে নেতৃত্ব নেতৃত্ব দিতে পারি।",Complex,1
"তুমি যদি বিভিন্ন দক্ষতা শিখতে পারো, তবে তবে প্রকল্প চালাতে চালাতে।।।",Complex,1
"যদি আমি একটি বৃহত্তর দক্ষতা উন্নতি করতে করতে পারি, তবে আমি উচ্চতর দক্ষতা ব্যবহার ব্যবহার করতে পারব।",Complex,1
"সে যদি সকল প্রকল্পের বিভিন্ন দক্ষতা শিখতে শিখতে পারে, তবে সে বিভিন্ন প্রকল্প চালাতে চালাতে পারবে।",Complex,1
"আমি যদি একটি প্রতিষ্ঠানে ভর্তি হতে পারি পারি, তবে আমি আমার ক্ষমতা পরিবর্ধন করতে করতে পারব।",Complex,1
"তুমি যদি বিভিন্ন সংস্থায় ভর্তি হতে পারো পারো, তবে তুমি বিভিন্ন সংস্থা ব্যবহার করতে করতে পারবে।",Complex,1
যদি আমি সকল নতুন কর্মীদের প্রশিক্ষণ দিতে দিতে পারি পারি একটি একটি দক্ষ দক্ষ প্রশিক্ষক হিসাবে কাজ করতে পারব পারব।।,Complex,1
"সে যদি নতুন প্রযুক্তি উত্পাদন উত্পাদন পারে পারে, তবে সে বিভিন্ন প্রযুক্তির উপর ভিত্তি ভিত্তি করে প্রকল্প চালাতে পারে।।।",Complex,1
"আমি যদি নতুন বিদ্যালয়ে পরিষ্কার পরিকল্পনা করতে করতে পারি, তবে আমি শিক্ষা সার্বিক উন্নতি উন্নতি করতে পারি।",Complex,1
"তুমি যদি বিভিন্ন প্রযুক্তি ব্যবহার করতে পারো পারো, তবে তুমি প্রয়োজনীয় পরামর্শ প্রদান করতে করতে পারবে।",Complex,1
"যদি আমি বিভিন্ন পরিস্থিতিতে সমাধান উদ্ভাবন করতে করতে পারি, তবে আমি সমস্যাগুলি সমাধান করতে করতে পারব।",Complex,1
"সে যদি বিভিন্ন দক্ষতা উন্নতি করতে পারে পারে, তবে সে নতুন প্রজেক্ট চালাতে চালাতে পারবে।",Complex,1
"আমি যদি পরিশ্রম এবং সমর্পণ দ্বারা কাজ কাজ পারি পারি, তবে আমি নতুন প্রযুক্তি উন্নতি উন্নতি করতে পারব।।",Complex,1
"তুমি যদি প্রতিষ্ঠানের ব্যবস্থাপনা করতে পারো, তবে তুমি কর্মীদের সাথে সম্পর্ক স্থাপন স্থাপন করতে পারবে।",Complex,1
"যদি আমি সকল নতুন প্রযুক্তি মেনে চলতে চলতে পারি, তবে আমি প্রযুক্তি উন্নতি করতে করতে পারি।",Complex,1
"সে যদি নিশ্চিত করতে পারে যে তার প্রকল্প প্রকল্প সম্পন্ন চলেছে চলেছে, তবে সে সম্পূর্ণ সম্পূর্ণ পরিচালনা করতে পারবে পারবে।।",Complex,1
"আমি যদি ভালো প্রকল্পে সমর্পণ দেই, তবে তবে সম্পূর্ণ প্রকল্প চালাতে চালাতে পারব। পারব",Complex,1
"তুমি যদি সম্পূর্ণ কর্ম প্রদর্শন করতে পারো পারো, তবে তুমি সম্পূর্ণ প্রকল্প সম্পাদন করতে করতে পারবে।",Complex,1
"যদি আমি নতুন প্রযুক্তি উন্নতি করতে পারি পারি, তবে আমি নতুন প্রযুক্তি ব্যবহার করতে করতে পারি।",Complex,1
"সে যদি সম্পূর্ণ দক্ষতা উন্নতি করতে পারে পারে, তবে সে নতুন প্রজেক্ট চালাতে চালাতে পারবে।",Complex,1
"আমি যদি উচ্চতর প্রকল্প চালাতে পারি, তবে তবে প্রতিষ্ঠানটি আরও উন্নতকরতে উন্নতকরতে পারব। পারব",Complex,1
"তুমি যদি সমস্ত সময় প্রতিষ্ঠানের জন্য প্রদর্শন প্রদর্শন করতে পারো, তবে তুমি প্রতিষ্ঠানের সাফল্য বাড়ানোর জন্য অবদান রাখতে পারবে পারবে।",Complex,1
"যদি আমি সমস্ত ব্যবস্থাপনা করতে পারি, তবে আমি প্রতিষ্ঠানের পরিস্থিতি উন্নতি করতে করতে পারব।",Complex,1
"সে যদি নিশ্চিত করতে পারে যে সমস্ত সমস্ত প্রকল্প সম্পন্ন চলেছে চলেছে, তবে সে সে সমস্ত চালাতে চালাতে পারবে।।।",Complex,1
"আমি যদি ভালো ব্যবস্থাপনা করতে পারি, তবে আমি সমস্ত প্রকল্প সম্পাদন করতে করতে পারব।",Complex,1
"তুমি যদি প্রতিষ্ঠানের সমস্ত দক্ষতা উন্নতি করতে করতে পারো, তবে তুমি প্রতিষ্ঠানটি সম্পূর্ণরূপে সমর্থন সমর্থন করতে পারবে।",Complex,1
যদি আমি সমস্ত নতুন প্রযুক্তি ব্যবহার করতে করতে পারি পারি নতুন নতুন প্রযুক্তি সম্পর্কে সম্পর্কে সমগ্র ধারণা করতে করতে পারি।।,Complex,1
"সে যদি সকল দক্ষতা শেখাতে পারে, তবে সে সে প্রজেক্ট চালাতে পারবে পারবে এবং সফলভাবে সম্পন্ন করতে পারবে পারবে।।",Complex,1
"আমি যদি উচ্চতর প্রকল্প চালাতে পারি, তবে আমি বিভিন্ন প্রকল্পের জন্য পরামর্শ প্রদান প্রদান করতে পারব।",Complex,1
তুমি যদি প্রতিষ্ঠানের সমস্ত দক্ষতা বৃদ্ধি করতে করতে পারো পারো তবে প্রতিষ্ঠানের নির্দিষ্ট নির্দিষ্ট উদ্যোগে সহায়তা করতে করতে পারবে।।,Complex,1
"যদি আমি সমস্ত বিষয়ে দক্ষ হতে পারি পারি, তবে তবে প্রতিষ্ঠানের জন্য প্রশাসনিক কাজ কাজ করতে পারব।",Complex,1
"সে যদি সমস্ত প্রযুক্তি ব্যবহার করতে পারে পারে, তবে তবে বিভিন্ন প্রযুক্তির উপর ভিত্তি ভিত্তি করে পরিচালনা করতে পারবে পারবে।।",Complex,1
"আমি যদি ভালো ব্যবস্থাপনা করতে পারি, তবে তবে প্রতিষ্ঠানের উন্নতি করতে করতে পারব। পারব",Complex,1
"তুমি যদি প্রতিষ্ঠানের সমস্ত দক্ষতাউন্নতি করতে পারো পারো, তবে তবে প্রতিষ্ঠানটির পরিস্থিতি সুধারতে সহায়তা সহায়তা করতে পারবে।",Complex,1
"যদি আমি সকল নতুন প্রযুক্তি পরিচালনা করতে করতে পারি, তবে আমি নতুন প্রযুক্তির উপর উপর ভিত্তি প্রকল্প পরিচালনা পরিচালনা করতে পারব।",Complex,1
"আমি যদি সমস্ত প্রকল্পের দক্ষতা উন্নতি করতে করতে পারি, তবে আমি বিভিন্ন প্রকল্প চালাতে চালাতে পারব।",Complex,1
"তুমি যদি প্রতিষ্ঠানের সকল দক্ষতা শিখতে পারো পারো, তবে তবে প্রতিষ্ঠানের উন্নতি করতে সহায়তা সহায়তা করতে পারবে।",Complex,1
"যদি আমি নিশ্চিত করতে পারি যে প্রতিষ্ঠানের সকল সকল প্রকল্প সম্পন্ন চলেছে চলেছে, তবে আমি প্রতিষ্ঠানের পরিচালনা করতে পারব পারব।।",Complex,1
"আমি যদি সমস্ত ব্যবস্থাপনা করতে পারি, তবে আমি প্রতিষ্ঠানের সাফল্য বাড়ানোর জন্য অবদান অবদান রাখতে পারব।",Complex,1
"তুমি যদি সমস্ত প্রতিষ্ঠানের সমস্ত দক্ষতা উন্নতি উন্নতি পারো পারো, তবে তুমি প্রতিষ্ঠানটির সাফল্য প্রতিষ্ঠান প্রতিষ্ঠান করতে পারবে।।",Complex,1
যদি আমি সমস্ত নতুন প্রযুক্তি ব্যবহার করতে করতে পারি পারি নতুন নতুন প্রযুক্তি প্রযুক্তি সম্পর্কে সম্পূর্ণরূপে সচেতন হতে পারব পারব।।,Complex,1
"আমি যদি সমস্ত প্রযুক্তি পরিচালনা পরিচালনা পারি পারি, তবে আমি বিভিন্ন প্রযুক্তির ভিত্তিতে প্রকল্প প্রকল্প পরিচালনা করতে পারব পারব পারব পারব।",Complex,1
"তুমি যদি সমস্ত দক্ষতা শেখাতে পারো, তবে তুমি প্রতিষ্ঠানের জন্য প্রশাসনিক কাজ কাজ করতে পারবে।",Complex,1
"যদি আমি সমস্ত প্রকল্পের দক্ষতা উন্নতি করতে করতে পারি, তবে আমি বিভিন্ন প্রকল্প সম্পাদন সম্পাদন করতে পারব।",Complex,1
"আমি যদি ভালো প্রকল্পে সমর্পণ দেই, তবে আমি প্রতিষ্ঠানের পরিস্থিতি উন্নতি করতে করতে পারব।",Complex,1
তুমি যদি প্রতিষ্ঠানের সমস্ত দক্ষতা বৃদ্ধি করতে করতে পারো পারো প্রতিষ্ঠানের প্রতিষ্ঠানের জন্য জন্য নির্দিষ্ট উদ্যোগে সহায়তা করতে পারবে পারবে।।,Complex,1
"যদি আমি সমস্ত বিষয়ে দক্ষ হতে পারি পারি, তবে আমি প্রতিষ্ঠানের পরিচালনা করতে করতে পারব।",Complex,1
আমি যদি সমস্ত নতুন প্রযুক্তি ব্যবহার করতে করতে পারি পারি প্রতিষ্ঠানের প্রতিষ্ঠানের সাফল্য সাফল্য বাড়ানোর জন্য প্রয়োগ করতে পারব পারব।।,Complex,1
"তুমি যদি সমস্ত প্রতিষ্ঠানের সকল দক্ষতা উন্নতি উন্নতি পারো পারো, তবে তুমি প্রতিষ্ঠানের সাফল্য প্রাপ্তি প্রাপ্তি করতে পারবে।।",Complex,1
"যদি আমি সমস্ত ব্যবস্থাপনা করতে পারি, তবে তবে প্রতিষ্ঠানের উন্নতি করতে করতে পারব। পারব",Complex,1
"তুমি যদি প্রতিষ্ঠানের সকল দক্ষতা শিখতে পারো পারো, তবে তুমি প্রতিষ্ঠানের উন্নতি করতে করতে পারবে।",Complex,1
"আমি যদি সমস্ত প্রযুক্তি পরিচালনা করতে পারি পারি, তবে তবে বিভিন্ন প্রযুক্তির উপর ভিত্তি ভিত্তি করে পরিচালনা করতে পারব পারব।।",Complex,1
"তুমি যদি প্রতিষ্ঠানের সমস্ত দক্ষতা বৃদ্ধি করতে করতে পারো, তবে তুমি প্রতিষ্ঠানের সাফল্য প্রাপ্তি প্রাপ্তি করতে পারবে।",Complex,1
"আমি যদি সমস্ত প্রযুক্তি পরিচালনা পরিচালনা পারি পারি, তবে আমি প্রতিষ্ঠানের সাফল্য বাড়ানোর জন্য জন্য প্রয়োগ করতে পারব পারব পারব পারব।",Complex,1
"তুমি যদি সমস্ত প্রতিষ্ঠানের সকল দক্ষতা উন্নতি উন্নতি করতে পারো, তবে তুমি প্রতিষ্ঠানটির সাফল্য বাড়ানোর জন্য প্রয়োগ করতে পারবে পারবে।",Complex,1
"আমি যদি সমস্ত নতুন প্রযুক্তি ব্যবহার করতে করতে পারি, তবে আমি প্রতিষ্ঠানের উন্নতি করতে করতে পারব।",Complex,1
"তুমি যদি সমস্ত প্রতিষ্ঠানের সকল দক্ষতা শেখাতে শেখাতে পারো, তবে তুমি প্রতিষ্ঠানের উন্নতি করতে করতে পারবে।",Complex,1
"তিনি পার্টিতে যেতে চেয়েছিলেন, তবে তাকে তার কাজ শেষ করতে হয়েছিল",Complex,2
"কুকুরটি জোরে জোরে কাঁপল, এবং বিড়ালটি পালিয়ে গেল",Complex,2
"তিনি পরীক্ষার জন্য কঠোর অধ্যয়ন করেছিলেন, তবুও তিনি ভাল পারফর্ম করেননি",Complex,2
"সূর্য উজ্জ্বলভাবে জ্বলজ্বল করছিল, তাই তারা একটি সাঁতারের জন্য যাওয়ার সিদ্ধান্ত নিয়েছে",Compound,2
"আমি কিছু মুদি কিনেছি, এবং আমি আমার শুকনো পরিষ্কারও তুলেছি",Compound,2
"তারা পাহাড়ে চলাচল করতে গিয়েছিল, তবে তারা ট্রেইলে হারিয়ে গেছে",Compound,2
বাচ্চারা পার্কে খেলেছিল এবং তাদের বাবা -মা তাদের দেখেছিলেন,Compound,2
"তিনি পার্টির জন্য একটি কেক বেক করেছিলেন, তবে এটি চুলায় জ্বলন্ত শেষ হয়েছিল",Compound,2
"মুভিটি দীর্ঘ এবং বিরক্তিকর ছিল, তবুও তারা শেষ অবধি ছিল",Compound,2
"সে গভীর নিঃশ্বাস ফেলল, এবং তারপরে সে পুলে লাফিয়ে উঠল",Compound,2
"বৃষ্টি বাইরে ing ালা ছিল, তাই তারা বাড়ির অভ্যন্তরে থাকল এবং গেমস খেলত",Compound,2
"তিনি দরজাটি খুললেন, কিন্তু কেউ সেখানে ছিলেন না",Compound,2
গাড়িটি হাইওয়েতে ভেঙে পড়েছিল এবং তাদের সাহায্যের জন্য ফোন করতে হয়েছিল,Compound,2
"তিনি বই পড়তে পছন্দ করেছিলেন, তবুও তিনি খুব কমই এটি করার সময় খুঁজে পান",Compound,2
"তারা রাতের খাবারের জন্য বাইরে গিয়েছিল, এবং তারপরে তারা একটি সিনেমা দেখতে গিয়েছিল",Compound,2
"তিনি কাজ থেকে ক্লান্ত হয়ে পড়েছিলেন, তাই তিনি ঝুলিয়ে নেওয়ার সিদ্ধান্ত নিয়েছিলেন",Compound,2
তিনি প্রতিদিন পিয়ানো অনুশীলন করেন এবং তার দক্ষতা উল্লেখযোগ্যভাবে উন্নত হয়,Compound,2
"ট্রেনটি দেরিতে এসেছিল, তবে তারা এখনও তাদের বিমানটি ধরতে সক্ষম হয়েছে",Compound,2
"তারা রাজনীতি সম্পর্কে তর্ক করেছিল, তবুও তারা ভাল বন্ধু থেকে যায়",Compound,2
"শিশুটি হাসল এবং জিগল করে, চারপাশে সবাইকে আনন্দ এনে",Compound,2
তিনি একটি নতুন পোশাক কিনেছিলেন এবং তিনি ম্যাচিং জুতাও কিনেছিলেন,Compound,2
"তিনি সকালে দৌড়াতে গিয়েছিলেন, এবং তারপরে তিনি কাজে গেলেন",Compound,2
"বইটি আকর্ষণীয় ছিল, তবুও এটির হতাশার সমাপ্তি ছিল",Compound,2
তারা রাতের খাবারের জন্য পিজ্জা অর্ডার করেছিল এবং তারা কিছু সালাদও পেয়েছিল,Compound,2
"তিনি গিটার বাজিয়েছিলেন, এবং তিনি তার সাথে গেয়েছিলেন",Compound,2
"শিক্ষার্থীরা পরীক্ষার জন্য কঠোর অধ্যয়ন করেছিল, তবে প্রশ্নগুলি অপ্রত্যাশিত ছিল",Compound,2
"সে তার চাবিগুলি হারিয়েছে, তাই তাকে একটি লকস্মিথ কল করতে হয়েছিল",Compound,2
"তারা বনে ক্যাম্পিং করতে গিয়েছিল, এবং তাদের একটি দুর্দান্ত সময় ছিল",Compound,2
"তিনি একটি সুস্বাদু খাবার রান্না করেছেন, কিন্তু তিনি লবণ যোগ করতে ভুলে গেছেন",Compound,2
"আবহাওয়া উষ্ণ ছিল, তাই তারা পার্কে একটি পিকনিকের জন্য গিয়েছিল",Compound,2
তিনি একটি নতুন ফোন কিনেছিলেন এবং তত্ক্ষণাত এটি সেট আপ শুরু করলেন,Compound,2
"তারা সৈকতে ভ্রমণের পরিকল্পনা করেছিল, তবে সমস্ত সপ্তাহান্তে বৃষ্টি হয়েছিল",Compound,2
"তিনি তাড়াতাড়ি ঘুম থেকে উঠেছিলেন, এবং প্রাতঃরাশের আগে তিনি জগতে গিয়েছিলেন",Compound,2
"কনসার্টটি বিক্রি হয়ে গেছে, তবুও তারা টিকিট খুঁজে পেতে সক্ষম হয়েছে",Compound,2
"তিনি তার কাজটি তাড়াতাড়ি শেষ করেছেন, তাই তিনি জিমে যাওয়ার সিদ্ধান্ত নিয়েছিলেন",Compound,2
তারা বাড়িতে একটি সিনেমা দেখেছিল এবং তারপরে তারা বোর্ড গেমস খেলেছিল,Compound,2
"তিনি একটি সুন্দর ছবি এঁকেছিলেন, কিন্তু তিনি এতে সন্তুষ্ট ছিলেন না",Compound,2
"বাচ্চারা বাইরে খেলেছিল, এবং তাদের হাসি বাতাস ভরে উঠল",Compound,2
"তিনি কয়েক ঘন্টা গণিত অধ্যয়ন করেছিলেন, তবুও তিনি এখনও এটির সাথে লড়াই করেছেন",Compound,2
তারা যাদুঘরটি পরিদর্শন করেছে এবং তারা শিল্প সম্পর্কে অনেক কিছু শিখেছে,Compound,2
তিনি তার বন্ধুকে একটি চিঠি লিখেছিলেন এবং পরের দিন তিনি এটি মেইল ​​করেছিলেন,Compound,2
"কুকুরটি তার লেজটি তাড়া করেছে, এবং এটি বেশ মজাদার লাগছিল",Compound,2
"তিনি তার পরিবারের জন্য রাতের খাবার রান্না করেছিলেন, তবে তিনি দুর্ঘটনাক্রমে খাবারটি পুড়িয়ে ফেলেছিলেন",Compound,2
তারা জামাকাপড় কেনাকাটা করতে গিয়েছিল এবং তারা কিছু দুর্দান্ত ডিল পেয়েছিল,Compound,2
"তিনি পার্কে হাঁটলেন, এবং তিনি তাজা বাতাস উপভোগ করেছেন",Compound,2
"বিড়ালটি একটি গাছের উপরে উঠেছিল, তবে এটি নিজে থেকে নামতে পারে না",Compound,2
"তিনি অফিসে দেরিতে কাজ করেছিলেন, তাই তিনি তার প্রিয় টিভি শো মিস করেছেন",Compound,2
"তারা একটি বিবাহে অংশ নিয়েছিল, এবং তারা সারা রাত নাচল",Compound,2
তিনি তার সহকর্মীদের জন্য কুকিগুলি বেক করেছিলেন এবং তারা সেগুলি পছন্দ করে,Compound,2
"মুভিটি মিশ্র পর্যালোচনা পেয়েছে, তবুও তারা এটি দেখার সিদ্ধান্ত নিয়েছে",Compound,2
তিনি তার বন্ধুদের সাথে বাস্কেটবল খেলতেন এবং তাদের বন্ধুত্বপূর্ণ প্রতিযোগিতা ছিল,Compound,2
"তারা একটি বিদেশে ভ্রমণ করেছিল, তবে তারা ভাষার বাধা নিয়ে লড়াই করেছিল",Compound,2
"তিনি গোসল করলেন, এবং তারপরে তিনি পার্টির জন্য পোশাক পরেছিলেন",Compound,2
"গাড়িটি গ্যাসের বাইরে চলে গেল, তাই তাদের নিকটতম গ্যাস স্টেশনে যেতে হয়েছিল",Compound,2
"তিনি গিটার বাজিয়েছিলেন, এবং তিনি তাঁর সাথে গেয়েছিলেন",Compound,2
তারা একটি রোড ট্রিপে গিয়েছিল এবং তারা অনেক নতুন জায়গা অনুসন্ধান করেছে,Compound,2
"তিনি বিজ্ঞান পরীক্ষার জন্য পড়াশোনা করেছেন, তবুও তিনি এখনও এটি চ্যালেঞ্জিং বলে মনে করেছেন",Compound,2
"রেস্তোঁরাটিতে ভিড় ছিল, তবে তারা একটি টেবিল পেতে সক্ষম হয়েছিল",Compound,2
তিনি কিছু বই ধার নিতে লাইব্রেরিতে গিয়েছিলেন এবং তিনি সারাদিন সেখানে থাকতেন,Compound,2
তারা একটি ভীতিজনক সিনেমা দেখেছিল এবং তারা পরে ঘুমাতে পারে না,Compound,2
"তিনি একটি নতুন রেসিপি চেষ্টা করেছিলেন, তবে এটি প্রত্যাশার মতো পরিণত হয়নি",Compound,2
"বাচ্চারা তুষারে খেলেছিল, এবং তারা একটি তুষারমানু তৈরি করেছে",Compound,2
"তিনি জিমে গিয়েছিলেন, এবং তিনি এক ঘন্টা কাজ করেছিলেন",Compound,2
তারা একটি কনসার্টে অংশ নিয়েছিল এবং তারা সমস্ত গানে গেয়েছিল,Compound,2
"তিনি বাড়িটি পরিষ্কার করলেন, তবে এটি আবার অগোছালো হয়ে গেল",Compound,2
"কুকুরটি তার লেজটি ঝুলিয়ে দিয়েছে, এবং এগুলি দেখে খুশি মনে হয়েছিল",Compound,2
"তিনি একটি বই পড়া শেষ করেছেন, তাই তিনি আরও একটি শুরু করেছিলেন",Compound,2
তারা পার্কে বেড়াতে গিয়েছিল এবং তারা হাঁসকে খাওয়াত,Compound,2
"তিনি পিয়ানো বাজিয়েছিলেন, এবং তার সংগীত ঘরটি ভরে দিয়েছে",Compound,2
"আবহাওয়া ঠান্ডা ছিল, তবে তারা বান্ডিল হয়ে যায় এবং যাইহোক বাইরে চলে যায়",Compound,2
"তিনি কাজের জন্য একটি উপস্থাপনা প্রস্তুত করেছিলেন, এবং এটি বেশ প্রশংসিত হয়েছিল",Compound,2
তারা একটি থিম পার্কে গিয়েছিল এবং তারা সমস্ত রাইডে গিয়েছিল,Compound,2
"তিনি এক কাপ চা তৈরি করেছিলেন, কিন্তু তিনি এটি পান করতে ভুলে গেছেন",Compound,2
বাচ্চারা বাড়ির উঠোনে ফুটবল খেলেছিল এবং তারা অনেক মজা পেয়েছিল,Compound,2
তিনি টিভিতে একটি সিনেমা দেখেছিলেন এবং এটি করার সময় তিনি পপকর্ন খেয়েছিলেন,Compound,2
তারা তাদের দাদা -দাদিদের পরিদর্শন করেছে এবং তারা তাদের সাথে দিনটি কাটিয়েছে,Compound,2
"তিনি ইতিহাস পরীক্ষার জন্য পড়াশোনা করেছেন, তবুও তিনি এখনও অপ্রস্তুত বোধ করেছেন",Compound,2
"বরফ রাস্তায় গাড়িটি স্কিড করেছে, তবে তারা কোনও দুর্ঘটনা এড়াতে সক্ষম হয়েছিল",Compound,2
তিনি তার বন্ধুদের সাথে ভিডিও গেম খেলেন এবং তারা একে অপরের বিরুদ্ধে প্রতিযোগিতা করেছিলেন,Compound,2
"তারা একটি পার্টিতে গিয়েছিল, এবং তারা ভোরের প্রথম সময় পর্যন্ত নাচল",Compound,2
তিনি তার বোনের জন্মদিনের জন্য একটি কেক বেক করেছিলেন এবং তিনি এটি সুন্দরভাবে সজ্জিত করেছেন,Compound,2
"সূর্য অস্ত যাচ্ছিল, তাই তারা সৈকতে হাঁটতে যাওয়ার সিদ্ধান্ত নিয়েছে",Compound,2
"তিনি ভাঙা চেয়ারটি ঠিক করেছিলেন, তবে পরের দিন এটি আবার ভেঙে যায়",Compound,2
তারা থিয়েটারে একটি নাটকে অংশ নিয়েছিল এবং তারা পারফরম্যান্সে মুগ্ধ হয়েছিল,Compound,2
তিনি একটি কবিতা লিখেছিলেন এবং তিনি এটি তার বন্ধুদের সাথে ভাগ করেছেন,Compound,2
শিক্ষার্থীরা একটি গ্রুপ প্রকল্পে একসাথে কাজ করেছিল এবং তারা দুর্দান্ত ফলাফল অর্জন করেছে,Compound,2
"তিনি দেরিতে ঘুম থেকে উঠেছিলেন, তাই কাজের জন্য প্রস্তুত হওয়ার জন্য তাকে ছুটে যেতে হয়েছিল",Compound,2
"তারা পাহাড়ে ভ্রমণে গিয়েছিল, তবে খারাপ আবহাওয়ার কারণে তাদের ফিরে যেতে হয়েছিল",Compound,2
"তিনি একটি গান গাইলেন, এবং তার কণ্ঠস্বর সুরে ঘরটি ভরে উঠল",Compound,2
"গাড়িটি শুরু হবে না, তাই তাদের একটি যান্ত্রিক কল করতে হয়েছিল",Compound,2
তিনি প্রতিদিন গিটার অনুশীলন করেন এবং তিনি একজন দক্ষ খেলোয়াড় হয়েছিলেন,Compound,2
তারা চিড়িয়াখানায় গিয়েছিল এবং তারা অনেক আকর্ষণীয় প্রাণী দেখেছিল,Compound,2
"তিনি একটি নতুন ল্যাপটপ কিনেছিলেন, তবে এটি সেট আপ করতে তার সমস্যা হয়েছিল",Compound,2
"পার্টিতে ভিড় ছিল, তবুও তারা তাদের বন্ধুদের সন্ধান করতে সক্ষম হয়েছিল",Compound,2
"তিনি স্কুলে ফরাসি পড়াশোনা করেছিলেন, তবে তিনি সাবলীলভাবে কথা বলতে লড়াই করেছিলেন",Compound,2
তারা একটি শিবির ভ্রমণে গিয়েছিল এবং তারা ক্যাম্পফায়ারের উপর দিয়ে মার্শমেলো ভুনা করেছে,Compound,2
তিনি একটি সুন্দর সূর্যাস্তের একটি ছবি এঁকেছিলেন এবং এটি সারাংশটি পুরোপুরি ক্যাপচার করেছিল,Compound,2
"বৃষ্টি থামল, তাই তারা তাজা বাতাস উপভোগ করতে বাইরে গিয়েছিল",Compound,2
"তিনি একটি সুস্বাদু খাবার রান্না করেছেন, তবুও তিনি যে কাউকে এটি ভাগ করে নেওয়ার জন্য আমন্ত্রণ জানাতে ভুলে গেছেন",Compound,2
তারা একটি কমেডি শো দেখেছিল এবং তাদের পেটে আঘাত না হওয়া পর্যন্ত তারা হেসেছিল,Compound,2
"তিনি একটি গ্রীষ্মমন্ডলীয় দ্বীপে ছুটি নিয়েছিলেন, তবে প্রথম দিন তিনি রোদে পোড়া হয়ে গেলেন",Compound,2
কুকুরটি তার লেজটি ঝুলিয়ে দিয়েছিল এবং এটি অধীর আগ্রহে তার মালিকের বাড়িতে আসার জন্য অপেক্ষা করেছিল,Compound,2
তিনি তার বন্ধুদের সাথে ফুটবল খেলেন এবং তারা ম্যাচটি জিতেছে,Compound,2
তারা মুদিগুলির জন্য কেনাকাটা করতে গিয়েছিল এবং তারা তাদের প্রিয় স্ন্যাকসগুলিতে স্টক করেছে,Compound,2
"তিনি গভীর রাতে পড়াশোনা করেছেন, তবুও তিনি পরীক্ষার জন্য প্রস্তুত বোধ করেছেন",Compound,2
"খারাপ আবহাওয়ার কারণে কনসার্টটি বাতিল করা হয়েছিল, তবে তারা তাদের টিকিটের জন্য ফেরত পেয়েছিল",Compound,2
তিনি তার পিতামাতাকে একটি চিঠি লিখেছিলেন এবং তিনি তাদের সমর্থনের জন্য কৃতজ্ঞতা প্রকাশ করেছেন,Compound,2
তারা একটি বাইকের যাত্রায় গিয়েছিল এবং তারা বনে নতুন ট্রেইলগুলি অনুসন্ধান করেছিল,Compound,2
তিনি কুকিজের একটি ব্যাচ বেক করেছিলেন এবং তিনি তাদের প্রতিবেশীদের সাথে ভাগ করে নিয়েছিলেন,Compound,2
"সূর্য জ্বলজ্বল করছিল, তাই তারা পার্কে একটি পিকনিক করার সিদ্ধান্ত নিয়েছে",Compound,2
তিনি একটি উপন্যাস পড়া শেষ করেছেন এবং তিনি এটি তার বন্ধুদের কাছে সুপারিশ করেছিলেন,Compound,2
"তারা একটি বিয়েতে অংশ নিয়েছিল, এবং তারা রাতটি নাচল",Compound,2
"তিনি তার পরিবারের জন্য রাতের খাবার রান্না করেছিলেন, তবে তিনি দুর্ঘটনাক্রমে তার শার্টে সস ছিটিয়েছিলেন",Compound,2
"মুভিটি রেভ রিভিউ পেয়েছে, তবুও তারা এটি হতাশাব্যঞ্জক বলে মনে করেছে",Compound,2
"তিনি পিয়ানো বাজিয়েছিলেন, এবং তিনি তাঁর সাথে গেয়েছিলেন",Compound,2
তারা একটি রোড ট্রিপে গিয়েছিল এবং তারা পথে historical তিহাসিক চিহ্নগুলি পরিদর্শন করেছে,Compound,2
